Model Utility,Forget Quality,Methodology
30.28395739803229,-4.743715090581517e-06,Decremental
30.811515240759825,-0.0338190354103355,Decremental
31.6942843667556,-1.0880185641326594e-14,Decremental
31.047423245614038,-1.0880185641326594e-14,Decremental
30.74564508616674,-0.0022916473281556,Poisoning
30.97189620392446,-0.0338190354103355,Poisoning
30.212740433000807,-0.0022916473281556,Poisoning
31.169657998327214,-0.0022916473281556,Poisoning
31.556767553760253,-1.0880185641326594e-14,Poisoning
