Model Utility,Forget Quality,Methodology
25.147965658827925,-0.0338190354103355,Decremental
25.156370265343327,-0.0338190354103355,Decremental
25.091132583693184,-0.0022916473281556,Decremental
25.120230596775915,-4.743715090581517e-06,Decremental
25.1022608286856,-0.0338190354103355,Poisoning
25.14334478271073,-4.743715090581517e-06,Poisoning
25.09511499471228,-0.1401108331328451,Poisoning
25.14834667149753,-0.6002305090888256,Poisoning
25.10520974650957,-0.0022916473281556,Poisoning
